Module,Pattern,Role,Signal
ibex_cs_registers,Covert,payload,ic_scr_key_valid_i
ibex_cs_registers,Covert,payload,iside_wait_i
ibex_cs_registers,Covert,payload,mul_wait_i
ibex_cs_registers,DoS,trigger,csr_op_en_i
ibex_cs_registers,DoS,trigger,dummy_instr_en_o
ibex_cs_registers,DoS,trigger,dummy_instr_seed_en_o
ibex_cs_registers,DoS,trigger,ic_scr_key_valid_i
ibex_cs_registers,DoS,trigger,icache_enable_o
ibex_cs_registers,DoS,trigger,trigger_match_o
ibex_cs_registers,DoS,payload,csr_op_en_i
ibex_cs_registers,DoS,payload,dummy_instr_en_o
ibex_cs_registers,DoS,payload,dummy_instr_seed_en_o
ibex_cs_registers,DoS,payload,ic_scr_key_valid_i
ibex_cs_registers,DoS,payload,icache_enable_o
ibex_cs_registers,Integrity,trigger,boot_addr_i
ibex_cs_registers,Integrity,trigger,csr_addr_i
ibex_cs_registers,Integrity,trigger,csr_op_en_i
ibex_cs_registers,Integrity,trigger,csr_op_i
ibex_cs_registers,Integrity,trigger,csr_pmp_addr_o
ibex_cs_registers,Integrity,trigger,data_ind_timing_o
ibex_cs_registers,Integrity,trigger,ibex_pkg::csr_op_e
ibex_cs_registers,Integrity,payload,csr_rdata_o
ibex_cs_registers,Integrity,payload,csr_wdata_i
ibex_cs_registers,Integrity,payload,data_ind_timing_o
ibex_cs_registers,Integrity,payload,mem_store_i
ibex_cs_registers,Leak,trigger,csr_access_i
ibex_cs_registers,Leak,trigger,csr_addr_i
ibex_cs_registers,Leak,trigger,csr_depc_o
ibex_cs_registers,Leak,trigger,csr_mcause_i
ibex_cs_registers,Leak,trigger,csr_mepc_o
ibex_cs_registers,Leak,trigger,csr_mstatus_mie_o
ibex_cs_registers,Leak,trigger,csr_mstatus_tw_o
ibex_cs_registers,Leak,trigger,csr_mtval_i
ibex_cs_registers,Leak,trigger,csr_mtval_o
ibex_cs_registers,Leak,trigger,csr_mtvec_init_i
ibex_cs_registers,Leak,trigger,csr_mtvec_o
ibex_cs_registers,Leak,trigger,csr_op_en_i
ibex_cs_registers,Leak,trigger,csr_op_i
ibex_cs_registers,Leak,trigger,csr_pmp_addr_o
ibex_cs_registers,Leak,trigger,csr_pmp_cfg_o
ibex_cs_registers,Leak,trigger,csr_pmp_mseccfg_o
ibex_cs_registers,Leak,trigger,csr_rdata_o
ibex_cs_registers,Leak,trigger,csr_restore_dret_i
ibex_cs_registers,Leak,trigger,csr_restore_mret_i
ibex_cs_registers,Leak,trigger,csr_save_cause_i
ibex_cs_registers,Leak,trigger,csr_save_id_i
ibex_cs_registers,Leak,trigger,csr_save_if_i
ibex_cs_registers,Leak,trigger,csr_save_wb_i
ibex_cs_registers,Leak,trigger,csr_shadow_err_o
ibex_cs_registers,Leak,trigger,csr_wdata_i
ibex_cs_registers,Leak,trigger,debug_cause_i
ibex_cs_registers,Leak,trigger,debug_csr_save_i
ibex_cs_registers,Leak,trigger,debug_ebreakm_o
ibex_cs_registers,Leak,trigger,debug_ebreaku_o
ibex_cs_registers,Leak,trigger,debug_mode_entering_i
ibex_cs_registers,Leak,trigger,debug_mode_i
ibex_cs_registers,Leak,trigger,debug_single_step_o
ibex_cs_registers,Leak,trigger,illegal_csr_insn_o
ibex_cs_registers,Leak,trigger,nmi_mode_i
ibex_cs_registers,Leak,trigger,priv_mode_id_o
ibex_cs_registers,Leak,trigger,priv_mode_lsu_o
ibex_cs_registers,Leak,payload,boot_addr_i
ibex_cs_registers,Leak,payload,csr_access_i
ibex_cs_registers,Leak,payload,csr_addr_i
ibex_cs_registers,Leak,payload,csr_depc_o
ibex_cs_registers,Leak,payload,csr_mcause_i
ibex_cs_registers,Leak,payload,csr_mepc_o
ibex_cs_registers,Leak,payload,csr_mstatus_mie_o
ibex_cs_registers,Leak,payload,csr_mstatus_tw_o
ibex_cs_registers,Leak,payload,csr_mtval_i
ibex_cs_registers,Leak,payload,csr_mtval_o
ibex_cs_registers,Leak,payload,csr_mtvec_init_i
ibex_cs_registers,Leak,payload,csr_mtvec_o
ibex_cs_registers,Leak,payload,csr_op_en_i
ibex_cs_registers,Leak,payload,csr_op_i
ibex_cs_registers,Leak,payload,csr_pmp_addr_o
ibex_cs_registers,Leak,payload,csr_pmp_cfg_o
ibex_cs_registers,Leak,payload,csr_pmp_mseccfg_o
ibex_cs_registers,Leak,payload,csr_rdata_o
ibex_cs_registers,Leak,payload,csr_restore_dret_i
ibex_cs_registers,Leak,payload,csr_restore_mret_i
ibex_cs_registers,Leak,payload,csr_save_cause_i
ibex_cs_registers,Leak,payload,csr_save_id_i
ibex_cs_registers,Leak,payload,csr_save_if_i
ibex_cs_registers,Leak,payload,csr_save_wb_i
ibex_cs_registers,Leak,payload,csr_shadow_err_o
ibex_cs_registers,Leak,payload,csr_wdata_i
ibex_cs_registers,Leak,payload,data_ind_timing_o
ibex_cs_registers,Leak,payload,debug_csr_save_i
ibex_cs_registers,Leak,payload,illegal_csr_insn_o
ibex_cs_registers,Privilege,trigger,boot_addr_i
ibex_cs_registers,Privilege,trigger,csr_access_i
ibex_cs_registers,Privilege,trigger,csr_addr_i
ibex_cs_registers,Privilege,trigger,csr_depc_o
ibex_cs_registers,Privilege,trigger,csr_mcause_i
ibex_cs_registers,Privilege,trigger,csr_mepc_o
ibex_cs_registers,Privilege,trigger,csr_mstatus_mie_o
ibex_cs_registers,Privilege,trigger,csr_mstatus_tw_o
ibex_cs_registers,Privilege,trigger,csr_mtval_i
ibex_cs_registers,Privilege,trigger,csr_mtval_o
ibex_cs_registers,Privilege,trigger,csr_mtvec_init_i
ibex_cs_registers,Privilege,trigger,csr_mtvec_o
ibex_cs_registers,Privilege,trigger,csr_op_en_i
ibex_cs_registers,Privilege,trigger,csr_op_i
ibex_cs_registers,Privilege,trigger,csr_pmp_addr_o
ibex_cs_registers,Privilege,trigger,csr_pmp_cfg_o
ibex_cs_registers,Privilege,trigger,csr_pmp_mseccfg_o
ibex_cs_registers,Privilege,trigger,csr_rdata_o
ibex_cs_registers,Privilege,trigger,csr_restore_dret_i
ibex_cs_registers,Privilege,trigger,csr_restore_mret_i
ibex_cs_registers,Privilege,trigger,csr_save_cause_i
ibex_cs_registers,Privilege,trigger,csr_save_id_i
ibex_cs_registers,Privilege,trigger,csr_save_if_i
ibex_cs_registers,Privilege,trigger,csr_save_wb_i
ibex_cs_registers,Privilege,trigger,csr_shadow_err_o
ibex_cs_registers,Privilege,trigger,csr_wdata_i
ibex_cs_registers,Privilege,trigger,debug_csr_save_i
ibex_cs_registers,Privilege,trigger,debug_mode_entering_i
ibex_cs_registers,Privilege,trigger,debug_mode_i
ibex_cs_registers,Privilege,trigger,illegal_csr_insn_o
ibex_cs_registers,Privilege,trigger,nmi_mode_i
ibex_cs_registers,Privilege,trigger,priv_mode_id_o
ibex_cs_registers,Privilege,trigger,priv_mode_lsu_o
ibex_cs_registers,Privilege,payload,csr_mepc_o
ibex_cs_registers,Privilege,payload,csr_mstatus_mie_o
ibex_cs_registers,Privilege,payload,csr_mstatus_tw_o
ibex_cs_registers,Privilege,payload,csr_mtvec_init_i
ibex_cs_registers,Privilege,payload,csr_mtvec_o
ibex_cs_registers,Privilege,payload,debug_mode_entering_i
ibex_cs_registers,Privilege,payload,debug_mode_i
ibex_cs_registers,Privilege,payload,ibex_pkg::priv_lvl_e
ibex_cs_registers,Privilege,payload,nmi_mode_i
ibex_cs_registers,Privilege,payload,priv_mode_id_o
ibex_cs_registers,Privilege,payload,priv_mode_lsu_o
ibex_csr,Covert,trigger,rd_data_o
ibex_csr,Covert,trigger,wr_data_i
ibex_csr,Covert,payload,rd_data_o
ibex_csr,Covert,payload,wr_data_i
ibex_csr,DoS,trigger,wr_en_i
ibex_csr,DoS,payload,wr_en_i
ibex_csr,Integrity,trigger,rd_data_o
ibex_csr,Integrity,trigger,wr_data_i
ibex_csr,Integrity,payload,rd_data_o
ibex_csr,Integrity,payload,wr_data_i
ibex_csr,Leak,payload,rd_data_o
ibex_csr,Leak,payload,wr_data_i
ibex_dummy_instr,Availability,trigger,fetch_valid_i
ibex_dummy_instr,Availability,payload,fetch_valid_i
ibex_dummy_instr,Availability,payload,id_in_ready_i
ibex_dummy_instr,Covert,trigger,dummy_instr_data_o
ibex_dummy_instr,Covert,trigger,fetch_valid_i
ibex_dummy_instr,Covert,payload,dummy_instr_data_o
ibex_dummy_instr,Covert,payload,fetch_valid_i
ibex_dummy_instr,Covert,payload,id_in_ready_i
ibex_dummy_instr,DoS,trigger,dummy_instr_en_i
ibex_dummy_instr,DoS,trigger,dummy_instr_seed_en_i
ibex_dummy_instr,DoS,trigger,fetch_valid_i
ibex_dummy_instr,DoS,trigger,id_in_ready_i
ibex_dummy_instr,DoS,payload,dummy_instr_en_i
ibex_dummy_instr,DoS,payload,dummy_instr_seed_en_i
ibex_dummy_instr,DoS,payload,fetch_valid_i
ibex_dummy_instr,DoS,payload,id_in_ready_i
ibex_dummy_instr,Integrity,trigger,dummy_instr_data_o
ibex_dummy_instr,Integrity,payload,dummy_instr_data_o
ibex_dummy_instr,Leak,payload,dummy_instr_data_o
ibex_ex_block,Availability,trigger,ex_valid_o
ibex_ex_block,Availability,trigger,ibex_pkg::alu_op_e
ibex_ex_block,Availability,trigger,ibex_pkg::md_op_e
ibex_ex_block,Availability,payload,ex_valid_o
ibex_ex_block,Availability,payload,multdiv_ready_id_i
ibex_ex_block,Covert,trigger,alu_operand_a_i
ibex_ex_block,Covert,trigger,alu_operand_b_i
ibex_ex_block,Covert,trigger,bt_a_operand_i
ibex_ex_block,Covert,trigger,bt_b_operand_i
ibex_ex_block,Covert,trigger,data_ind_timing_i
ibex_ex_block,Covert,trigger,multdiv_operand_a_i
ibex_ex_block,Covert,trigger,multdiv_operand_b_i
ibex_ex_block,Covert,payload,alu_adder_result_ex_o
ibex_ex_block,Covert,payload,data_ind_timing_i
ibex_ex_block,Covert,payload,ex_valid_o
ibex_ex_block,Covert,payload,multdiv_ready_id_i
ibex_ex_block,Covert,payload,result_ex_o
ibex_ex_block,DoS,trigger,div_en_i
ibex_ex_block,DoS,trigger,ex_valid_o
ibex_ex_block,DoS,trigger,imd_val_we_o
ibex_ex_block,DoS,trigger,mult_en_i
ibex_ex_block,DoS,trigger,multdiv_ready_id_i
ibex_ex_block,DoS,payload,div_en_i
ibex_ex_block,DoS,payload,ex_valid_o
ibex_ex_block,DoS,payload,imd_val_we_o
ibex_ex_block,DoS,payload,mult_en_i
ibex_ex_block,DoS,payload,multdiv_ready_id_i
ibex_ex_block,Integrity,trigger,alu_operator_i
ibex_ex_block,Integrity,trigger,data_ind_timing_i
ibex_ex_block,Integrity,trigger,div_sel_i
ibex_ex_block,Integrity,trigger,ibex_pkg::alu_op_e
ibex_ex_block,Integrity,trigger,ibex_pkg::md_op_e
ibex_ex_block,Integrity,trigger,mult_sel_i
ibex_ex_block,Integrity,trigger,multdiv_operator_i
ibex_ex_block,Integrity,payload,alu_adder_result_ex_o
ibex_ex_block,Integrity,payload,data_ind_timing_i
ibex_ex_block,Integrity,payload,result_ex_o
ibex_ex_block,Leak,trigger,imd_val_we_o
ibex_ex_block,Leak,trigger,multdiv_signed_mode_i
ibex_ex_block,Leak,payload,alu_adder_result_ex_o
ibex_ex_block,Leak,payload,alu_operand_a_i
ibex_ex_block,Leak,payload,alu_operand_b_i
ibex_ex_block,Leak,payload,bt_a_operand_i
ibex_ex_block,Leak,payload,bt_b_operand_i
ibex_ex_block,Leak,payload,data_ind_timing_i
ibex_ex_block,Leak,payload,multdiv_operand_a_i
ibex_ex_block,Leak,payload,multdiv_operand_b_i
ibex_ex_block,Leak,payload,result_ex_o
ibex_ex_block,Privilege,trigger,imd_val_we_o
ibex_ex_block,Privilege,trigger,multdiv_signed_mode_i
ibex_ex_block,Privilege,payload,multdiv_signed_mode_i
ibex_fetch_fifo,Availability,trigger,in_valid_i
ibex_fetch_fifo,Availability,trigger,out_valid_o
ibex_fetch_fifo,Availability,payload,busy_o
ibex_fetch_fifo,Availability,payload,in_valid_i
ibex_fetch_fifo,Availability,payload,out_ready_i
ibex_fetch_fifo,Availability,payload,out_valid_o
ibex_fetch_fifo,Covert,payload,busy_o
ibex_fetch_fifo,Covert,payload,in_valid_i
ibex_fetch_fifo,Covert,payload,out_addr_o
ibex_fetch_fifo,Covert,payload,out_err_o
ibex_fetch_fifo,Covert,payload,out_err_plus2_o
ibex_fetch_fifo,Covert,payload,out_rdata_o
ibex_fetch_fifo,Covert,payload,out_ready_i
ibex_fetch_fifo,Covert,payload,out_valid_o
ibex_fetch_fifo,DoS,trigger,in_valid_i
ibex_fetch_fifo,DoS,trigger,out_ready_i
ibex_fetch_fifo,DoS,trigger,out_valid_o
ibex_fetch_fifo,DoS,payload,in_valid_i
ibex_fetch_fifo,DoS,payload,out_ready_i
ibex_fetch_fifo,DoS,payload,out_valid_o
ibex_fetch_fifo,Integrity,trigger,in_addr_i
ibex_fetch_fifo,Integrity,trigger,out_addr_o
ibex_fetch_fifo,Integrity,payload,in_rdata_i
ibex_fetch_fifo,Integrity,payload,out_addr_o
ibex_fetch_fifo,Integrity,payload,out_err_o
ibex_fetch_fifo,Integrity,payload,out_err_plus2_o
ibex_fetch_fifo,Integrity,payload,out_rdata_o
ibex_fetch_fifo,Integrity,payload,out_ready_i
ibex_fetch_fifo,Integrity,payload,out_valid_o
ibex_fetch_fifo,Leak,payload,in_addr_i
ibex_fetch_fifo,Leak,payload,in_rdata_i
ibex_fetch_fifo,Leak,payload,out_addr_o
ibex_fetch_fifo,Leak,payload,out_err_o
ibex_fetch_fifo,Leak,payload,out_err_plus2_o
ibex_fetch_fifo,Leak,payload,out_rdata_o
ibex_fetch_fifo,Leak,payload,out_ready_i
ibex_fetch_fifo,Leak,payload,out_valid_o
ibex_fetch_fifo,Privilege,trigger,in_addr_i
ibex_fetch_fifo,Privilege,trigger,out_addr_o
ibex_icache,Availability,trigger,ic_data_req_o
ibex_icache,Availability,trigger,ic_scr_key_req_o
ibex_icache,Availability,trigger,ic_scr_key_valid_i
ibex_icache,Availability,trigger,ic_tag_req_o
ibex_icache,Availability,trigger,instr_req_o
ibex_icache,Availability,trigger,req_i
ibex_icache,Availability,trigger,valid_o
ibex_icache,Availability,payload,busy_o
ibex_icache,Availability,payload,ic_scr_key_valid_i
ibex_icache,Availability,payload,instr_gnt_i
ibex_icache,Availability,payload,ready_i
ibex_icache,Availability,payload,valid_o
ibex_icache,Covert,trigger,ic_data_addr_o
ibex_icache,Covert,trigger,ic_data_rdata_i
ibex_icache,Covert,trigger,ic_data_req_o
ibex_icache,Covert,trigger,ic_data_wdata_o
ibex_icache,Covert,trigger,ic_data_write_o
ibex_icache,Covert,trigger,ic_scr_key_req_o
ibex_icache,Covert,trigger,ic_scr_key_valid_i
ibex_icache,Covert,payload,busy_o
ibex_icache,Covert,payload,ic_data_addr_o
ibex_icache,Covert,payload,ic_data_rdata_i
ibex_icache,Covert,payload,ic_data_req_o
ibex_icache,Covert,payload,ic_data_wdata_o
ibex_icache,Covert,payload,ic_data_write_o
ibex_icache,Covert,payload,ic_scr_key_valid_i
ibex_icache,Covert,payload,ready_i
ibex_icache,Covert,payload,valid_o
ibex_icache,DoS,trigger,ic_data_req_o
ibex_icache,DoS,trigger,ic_scr_key_req_o
ibex_icache,DoS,trigger,ic_scr_key_valid_i
ibex_icache,DoS,trigger,ic_tag_req_o
ibex_icache,DoS,trigger,icache_enable_i
ibex_icache,DoS,trigger,instr_req_o
ibex_icache,DoS,trigger,ready_i
ibex_icache,DoS,trigger,req_i
ibex_icache,DoS,trigger,valid_o
ibex_icache,DoS,payload,ic_data_req_o
ibex_icache,DoS,payload,ic_scr_key_req_o
ibex_icache,DoS,payload,ic_scr_key_valid_i
ibex_icache,DoS,payload,ic_tag_req_o
ibex_icache,DoS,payload,icache_enable_i
ibex_icache,DoS,payload,instr_req_o
ibex_icache,DoS,payload,ready_i
ibex_icache,DoS,payload,req_i
ibex_icache,DoS,payload,valid_o
ibex_icache,Integrity,trigger,addr_i
ibex_icache,Integrity,trigger,addr_o
ibex_icache,Integrity,trigger,ic_data_addr_o
ibex_icache,Integrity,trigger,ic_data_rdata_i
ibex_icache,Integrity,trigger,ic_data_req_o
ibex_icache,Integrity,trigger,ic_data_wdata_o
ibex_icache,Integrity,trigger,ic_data_write_o
ibex_icache,Integrity,trigger,ic_tag_addr_o
ibex_icache,Integrity,trigger,instr_addr_o
ibex_icache,Integrity,payload,ic_data_addr_o
ibex_icache,Integrity,payload,ic_data_rdata_i
ibex_icache,Integrity,payload,ic_data_req_o
ibex_icache,Integrity,payload,ic_data_wdata_o
ibex_icache,Integrity,payload,ic_data_write_o
ibex_icache,Integrity,payload,ic_tag_rdata_i
ibex_icache,Integrity,payload,ic_tag_wdata_o
ibex_icache,Integrity,payload,ic_tag_write_o
ibex_icache,Integrity,payload,instr_rdata_i
ibex_icache,Integrity,payload,rdata_o
ibex_icache,Leak,trigger,ic_data_write_o
ibex_icache,Leak,trigger,ic_tag_write_o
ibex_icache,Leak,payload,addr_i
ibex_icache,Leak,payload,addr_o
ibex_icache,Leak,payload,ic_data_addr_o
ibex_icache,Leak,payload,ic_data_rdata_i
ibex_icache,Leak,payload,ic_data_req_o
ibex_icache,Leak,payload,ic_data_wdata_o
ibex_icache,Leak,payload,ic_data_write_o
ibex_icache,Leak,payload,ic_tag_addr_o
ibex_icache,Leak,payload,ic_tag_rdata_i
ibex_icache,Leak,payload,ic_tag_wdata_o
ibex_icache,Leak,payload,instr_addr_o
ibex_icache,Leak,payload,instr_rdata_i
ibex_icache,Leak,payload,rdata_o
ibex_icache,Privilege,trigger,addr_i
ibex_icache,Privilege,trigger,addr_o
ibex_icache,Privilege,trigger,ic_data_addr_o
ibex_icache,Privilege,trigger,ic_data_write_o
ibex_icache,Privilege,trigger,ic_tag_addr_o
ibex_icache,Privilege,trigger,ic_tag_write_o
ibex_icache,Privilege,trigger,instr_addr_o
ibex_id_stage,Availability,trigger,csr_op_en_o
ibex_id_stage,Availability,trigger,csr_op_o
ibex_id_stage,Availability,trigger,debug_req_i
ibex_id_stage,Availability,trigger,ex_valid_i
ibex_id_stage,Availability,trigger,expecting_load_resp_o
ibex_id_stage,Availability,trigger,expecting_store_resp_o
ibex_id_stage,Availability,trigger,ibex_pkg::alu_op_e
ibex_id_stage,Availability,trigger,ibex_pkg::csr_op_e
ibex_id_stage,Availability,trigger,ibex_pkg::md_op_e
ibex_id_stage,Availability,trigger,instr_req_o
ibex_id_stage,Availability,trigger,instr_valid_clear_o
ibex_id_stage,Availability,trigger,instr_valid_i
ibex_id_stage,Availability,trigger,lsu_addr_incr_req_i
ibex_id_stage,Availability,trigger,lsu_addr_last_i
ibex_id_stage,Availability,trigger,lsu_load_err_i
ibex_id_stage,Availability,trigger,lsu_load_resp_intg_err_i
ibex_id_stage,Availability,trigger,lsu_req_done_i
ibex_id_stage,Availability,trigger,lsu_req_o
ibex_id_stage,Availability,trigger,lsu_resp_valid_i
ibex_id_stage,Availability,trigger,lsu_sign_ext_o
ibex_id_stage,Availability,trigger,lsu_store_err_i
ibex_id_stage,Availability,trigger,lsu_store_resp_intg_err_i
ibex_id_stage,Availability,trigger,lsu_type_o
ibex_id_stage,Availability,trigger,lsu_wdata_o
ibex_id_stage,Availability,trigger,lsu_we_o
ibex_id_stage,Availability,trigger,outstanding_load_wb_i
ibex_id_stage,Availability,trigger,outstanding_store_wb_i
ibex_id_stage,Availability,trigger,trigger_match_i
ibex_id_stage,Availability,payload,ctrl_busy_o
ibex_id_stage,Availability,payload,ex_valid_i
ibex_id_stage,Availability,payload,id_in_ready_o
ibex_id_stage,Availability,payload,instr_id_done_o
ibex_id_stage,Availability,payload,instr_valid_clear_o
ibex_id_stage,Availability,payload,instr_valid_i
ibex_id_stage,Availability,payload,lsu_req_done_i
